date,AvgSolar,AvgWindDir,AvgWindSpeed,Beam_temperature_corrected,NH4_mean,NO3_mean,PO4_mean,SiO2_mean,doy,doy_numeric,month,monthname,synconc,year
2008-12-24,19.1708333333333,221.088888888889,8.51527777777778,4.41844819444444,,,,,1900-12-25,359.0,1900-12-01,December,,2008.0
2008-12-25,92.0736111111111,286.720833333333,7.81388888888889,4.9220853125,,,,,1900-12-26,360.0,1900-12-01,December,,2008.0
2008-12-26,80.5402777777778,200.159722222222,4.95416666666667,4.77134707766647,,,,,1900-12-27,361.0,1900-12-01,December,,2008.0
2008-12-27,21.8166666666667,197.177777777778,5.40972222222222,4.84042416666667,,,,,1900-12-28,362.0,1900-12-01,December,,2008.0
2008-12-28,24.5291666666667,226.628472222222,8.32291666666667,4.88197861111111,,,,,1900-12-29,363.0,1900-12-01,December,,2008.0
2008-12-29,74.9791666666667,284.672222222222,5.50694444444444,5.11993738036399,,,,,1900-12-30,364.0,1900-12-01,December,,2008.0
2008-12-30,92.6708333333333,285.977777777778,8.29305555555556,5.25097243055556,,,,,1900-12-31,365.0,1900-12-01,December,,2008.0
2008-12-31,14.9491228070175,139.640350877193,8.03333333333333,5.35230128472222,,,,,1901-01-01,366.0,1900-12-01,December,,2008.0
2009-01-01,117.425641025641,304.717948717949,8.18461538461538,4.71540768156161,,,,,1900-01-01,1.0,1900-01-01,January,,2009.0
2009-01-02,36.7972222222222,268.8125,6.75972222222222,4.38085117947523,,,,,1900-01-02,2.0,1900-01-01,January,,2009.0
2009-01-03,95.2194444444444,286.933333333333,8.09166666666667,4.80841559027778,,,,,1900-01-03,3.0,1900-01-01,January,,2009.0
2009-01-04,96.2263888888889,288.773611111111,5.07777777777778,4.53814385416667,,,,,1900-01-04,4.0,1900-01-01,January,,2009.0
2009-01-05,55.2986111111111,266.930555555556,5.23194444444444,4.01892423611111,,,,,1900-01-05,5.0,1900-01-01,January,,2009.0
2009-01-06,39.8753521126761,238.126056338028,2.70352112676056,3.61605123094011,4.51455073891626,0.0,0.2099154520547945,4.8293009569378,1900-01-06,6.0,1900-01-01,January,9292.79411300332,2009.0
2009-01-07,7.74242424242424,141.64696969697,6.33181818181818,3.87405075898784,,,,,1900-01-07,7.0,1900-01-01,January,9272.93220977983,2009.0
2009-01-08,84.6319444444444,257.431944444444,14.1638888888889,3.91779829861111,,,,,1900-01-08,8.0,1900-01-01,January,9656.77645354369,2009.0
2009-01-09,101.252777777778,295.094444444444,7.73611111111111,4.24437462826798,,,,,1900-01-09,9.0,1900-01-01,January,10124.1214886992,2009.0
2009-01-10,65.5777777777778,229.569444444444,3.92916666666667,3.86413618055555,,,,,1900-01-10,10.0,1900-01-01,January,10127.3831413237,2009.0
2009-01-11,29.7194444444444,241.056944444444,5.575,3.68387972222222,,,,,1900-01-11,11.0,1900-01-01,January,9664.06555949569,2009.0
2009-01-12,68.3819444444444,250.130555555556,3.59305555555556,3.29915127698473,,,,,1900-01-12,12.0,1900-01-01,January,8417.72934380657,2009.0
2009-01-13,37.9958333333333,148.105555555556,4.77638888888889,2.56216982638889,,,,,1900-01-13,13.0,1900-01-01,January,6921.66559412064,2009.0
2009-01-14,111.05,300.066666666667,5.51111111111111,2.46572010904208,,,,,1900-01-14,14.0,1900-01-01,January,6087.45362897196,2009.0
2009-01-15,30.1194444444444,208.604166666667,5.58194444444444,2.11372260416667,,,,,1900-01-15,15.0,1900-01-01,January,5751.68160870619,2009.0
2009-01-16,113.363888888889,312.111111111111,3.27361111111111,1.73424350694444,,,,,1900-01-16,16.0,1900-01-01,January,5428.0584686596,2009.0
2009-01-17,108.194444444444,244.877777777778,4.01666666666667,1.05007770833333,,,,,1900-01-17,17.0,1900-01-01,January,5019.80880378765,2009.0
2009-01-18,15.8722222222222,137.797222222222,6.44444444444444,1.23070743055556,,,,,1900-01-18,18.0,1900-01-01,January,4662.32651416871,2009.0
2009-01-19,57.4732142857143,177.223214285714,2.26071428571429,0.870216057478432,,,,,1900-01-19,19.0,1900-01-01,January,3943.35294770516,2009.0
2009-01-20,42.0152777777778,267.802777777778,3.90277777777778,0.560944409722222,,,,,1900-01-20,20.0,1900-01-01,January,3239.80578715414,2009.0
2009-01-21,105.238888888889,307.144444444444,5.075,0.717862118055555,,,,,1900-01-21,21.0,1900-01-01,January,2969.19414365015,2009.0
2009-01-22,94.6986111111111,268.018055555556,8.18611111111111,0.514591745156396,,,,,1900-01-22,22.0,1900-01-01,January,2941.68126558166,2009.0
2009-01-23,106.026388888889,188.6,3.575,0.793504525463767,,,,,1900-01-23,23.0,1900-01-01,January,2840.45972348609,2009.0
2009-01-24,64.4361111111111,283.080555555556,6.20277777777778,0.635095738790695,,,,,1900-01-24,24.0,1900-01-01,January,2448.9629111145,2009.0
2009-01-25,116.843055555556,279.445833333333,5.16944444444444,0.390396597222222,,,,,1900-01-25,25.0,1900-01-01,January,2123.34487903363,2009.0
2009-01-26,120.095833333333,282.279166666667,2.78472222222222,0.323552118055556,,,,,1900-01-26,26.0,1900-01-01,January,1963.22506673214,2009.0
2009-01-27,72.0736111111111,251.0625,2.67916666666667,0.327987430555556,,,,,1900-01-27,27.0,1900-01-01,January,1836.47267715744,2009.0
2009-01-28,11.0888888888889,137.8,9.69444444444445,0.438061979166667,,,,,1900-01-28,28.0,1900-01-01,January,1812.87252375713,2009.0
2009-01-29,125.554166666667,274.3625,6.7,0.547455104166667,,,,,1900-01-29,29.0,1900-01-01,January,1792.93955327658,2009.0
2009-01-30,108.976388888889,246.847222222222,2.97222222222222,0.513874502007759,,,,,1900-01-30,30.0,1900-01-01,January,1716.79526634298,2009.0
2009-01-31,129.240277777778,291.833333333333,6.22638888888889,0.676168055555555,,,,,1900-01-31,31.0,1900-01-01,January,1622.56437036227,2009.0
2009-02-01,119.6875,231.923611111111,5.14722222222222,0.465392395833333,,,,,1900-02-01,32.0,1900-02-01,February,1485.30541278261,2009.0
2009-02-02,122.825,164.147222222222,3.46805555555556,0.754731354166667,,,,,1900-02-02,33.0,1900-02-01,February,1428.62154444404,2009.0
2009-02-03,16.6142857142857,107.542857142857,10.9904761904762,0.823104092064167,,,,,1900-02-03,34.0,1900-02-01,February,1351.51621424849,2009.0
2009-02-04,122.648611111111,252.531690140845,3.55833333333333,0.709029518082371,,,,,1900-02-04,35.0,1900-02-01,February,1218.69279537791,2009.0
2009-02-05,138.315277777778,316.620833333333,5.97222222222222,0.469199166666667,,,,,1900-02-05,36.0,1900-02-01,February,1143.61782925639,2009.0
2009-02-06,98.7694444444444,280.5875,4.3875,0.0876238194444444,,,,,1900-02-06,37.0,1900-02-01,February,1032.44315297093,2009.0
2009-02-07,119.719444444444,213.795833333333,4.65555555555556,-0.0414433333333333,,,,,1900-02-07,38.0,1900-02-01,February,905.014262516221,2009.0
2009-02-08,109.348611111111,264.915277777778,7.20277777777778,0.191142083333333,,,,,1900-02-08,39.0,1900-02-01,February,855.119547495933,2009.0
2009-02-09,146.468055555556,272.172222222222,4.78472222222222,0.34555625,,,,,1900-02-09,40.0,1900-02-01,February,816.185109023632,2009.0
2009-02-10,60.3769230769231,129.122222222222,4.16875,0.464165256440948,3.422137110726645,0.1461724137931035,0.0,2.725542995391705,1900-02-10,41.0,1900-02-01,February,764.383985165603,2009.0
2009-02-11,116.805555555556,216.184722222222,3.55833333333333,0.672170956038647,,,,,1900-02-11,42.0,1900-02-01,February,691.974168923491,2009.0
2009-02-12,81.1180555555556,243.411111111111,10.2006944444444,0.968935374396135,,,,,1900-02-12,43.0,1900-02-01,February,638.345041117885,2009.0
2009-02-13,,,,,,,,,,,,,689.55757473906,
2009-02-14,,,,,,,,,,,,,719.626040486134,
2009-02-15,,,,,,,,,,,,,620.743563882129,
2009-02-16,,,,,,,,,,,,,503.165409473957,
2009-02-17,,,,,,,,,,,,,440.75833368586,
2009-02-18,,,,,,,,,,,,,428.50284829688,
2009-02-19,,,,,,,,,,,,,447.566839517296,
2009-02-20,,,,,,,,,,,,,525.56500694439,
2009-02-21,,,,,,,,,,,,,632.882140645254,
2009-02-22,38.9986111111111,174.034722222222,6.64027777777778,1.35658156926407,,,,,1900-02-22,53.0,1900-02-01,February,632.496423390903,2009.0
2009-02-23,177.072222222222,283.901388888889,10.3333333333333,1.45980447916667,,,,,1900-02-23,54.0,1900-02-01,February,675.381856240687,2009.0
2009-02-24,178.230555555556,309.255555555556,4.67916666666667,1.83053670138889,,,,,1900-02-24,55.0,1900-02-01,February,733.891944470223,2009.0
2009-02-25,163.490277777778,255.031944444444,3.97222222222222,1.50321371527778,,,,,1900-02-25,56.0,1900-02-01,February,650.210295744356,2009.0
2009-02-26,121.025,186.911111111111,4.88333333333333,1.67814541666667,,,,,1900-02-26,57.0,1900-02-01,February,610.053096700462,2009.0
2009-02-27,142.634722222222,171.4375,9.01527777777778,2.00052899305556,,,,,1900-02-27,58.0,1900-02-01,February,624.891979931448,2009.0
2009-02-28,138.945833333333,159.401388888889,7.27916666666667,2.18519145833333,,,,,1900-02-28,59.0,1900-02-01,February,581.865718897725,2009.0
2009-03-01,47.875,28.6458333333333,9.04027777777778,2.10213746527778,,,,,1900-03-01,60.0,1900-03-01,March,524.690075939652,2009.0
2009-03-02,61.7709677419355,112.193548387097,11.3387096774194,1.99411145833333,,,,,1900-03-02,61.0,1900-03-01,March,478.25732581107,2009.0
2009-03-03,185.829166666667,306.295833333333,4.40277777777778,1.63784486111111,,,,,1900-03-03,62.0,1900-03-01,March,403.026694813565,2009.0
2009-03-04,199.915277777778,302.943055555556,5.2375,1.40031739583333,,,,,1900-03-04,63.0,1900-03-01,March,346.482310578438,2009.0
2009-03-05,200.748611111111,264.205555555556,5.32777777777778,1.29760813194542,,,,,1900-03-05,64.0,1900-03-01,March,313.910327346264,2009.0
2009-03-06,134.6,201.638888888889,8.34861111111111,1.42666125,,,,,1900-03-06,65.0,1900-03-01,March,296.260715578518,2009.0
2009-03-07,184.593055555556,242.569444444444,4.54166666666667,1.79603454102474,,,,,1900-03-07,66.0,1900-03-01,March,306.740036044691,2009.0
2009-03-08,145.786956521739,203.349275362319,4.54057971014493,2.1551653125,,,,,1900-03-08,67.0,1900-03-01,March,321.685902220027,2009.0
2009-03-09,15.8333333333333,78.3291666666667,6.84305555555556,2.33384663194444,,,,,1900-03-09,68.0,1900-03-01,March,327.688215962687,2009.0
2009-03-10,175.720833333333,117.047222222222,4.18333333333333,2.5335188703115,,,,,1900-03-10,69.0,1900-03-01,March,297.185484836314,2009.0
2009-03-11,19.1611111111111,180.613888888889,8.12777777777778,2.68977911600638,,,,,1900-03-11,70.0,1900-03-01,March,267.919506295733,2009.0
2009-03-12,217.195833333333,295.563888888889,5.27916666666667,2.90896924875908,,,,,1900-03-12,71.0,1900-03-01,March,256.455145661879,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,3.2165151384083046,4.014868965517239,0.0491275052775363,2.0720502304147503,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,1.831014705882355,0.872649310344828,0.0507238917173725,1.54394306912442,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.810166955017305,1.08167586206897,0.0474281261641624,1.386679769585255,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,1.493207179930795,0.870700344827587,0.0,1.397305668202765,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.39892301038062,0.535478275862069,0.0,1.0779974147465445,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.99620588235294,2.22182068965517,0.0,1.2708574746543755,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,3.152870242214535,0.392716551724138,0.02945590463181425,1.524285156682029,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,1.59112240484429,0.1783303448275865,0.19630403576306976,1.124220073732717,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.0415324394463648,0.11610962068965515,0.0751846516826025,1.26660711520737,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.95214403114187,2.47031379310345,0.0,1.7054567281106,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.9815185986159154,0.916013793103448,0.0,1.5752894700460849,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.413610294117645,0.2582379310344825,0.10582497206010184,3.72969041474654,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,1.74289100346021,0.08424403448275866,0.0431024338755743,1.811715714285715,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.712251730103805,0.1705344827586205,0.0,1.36542797235023,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,1.42466652249135,0.1934348275862065,0.0,1.132720792626726,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,2.4723594290657402,0.262623103448276,0.0,1.508877603686635,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,3.0451634948096897,2.80456137931035,0.053607686576431154,2.87961852534562,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-13,218.297222222222,143.611111111111,4.72777777777778,3.02310525961536,3.32911764705882,0.7868948275862071,0.0664302744318885,1.86484520737327,1900-03-13,72.0,1900-03-01,March,225.540707982862,2009.0
2009-03-14,163.852777777778,181.508333333333,3.58541666666667,3.089348125,,,,,1900-03-14,73.0,1900-03-01,March,182.722092997654,2009.0
2009-03-15,144.195833333333,236.052777777778,3.30416666666667,3.34697017361111,,,,,1900-03-15,74.0,1900-03-01,March,157.350222765651,2009.0
2009-03-16,173.405555555556,89.9430555555555,5.13333333333333,3.35952199641267,,,,,1900-03-16,75.0,1900-03-01,March,165.936117016722,2009.0
2009-03-17,214.765277777778,85.1416666666667,4.375,3.46128027777778,,,,,1900-03-17,76.0,1900-03-01,March,181.31348627599,2009.0
2009-03-18,207.934722222222,202.230555555556,6.44027777777778,3.80342704861111,,,,,1900-03-18,77.0,1900-03-01,March,170.369032753638,2009.0
2009-03-19,50.1583333333333,203.865277777778,5.1875,4.11937038194444,,,,,1900-03-19,78.0,1900-03-01,March,149.48128976171,2009.0
2009-03-20,186.843055555556,41.8541666666667,7.14027777777778,4.11251805555556,,,,,1900-03-20,79.0,1900-03-01,March,147.877487927906,2009.0
2009-03-21,234.794444444444,174.382638888889,4.16458333333333,4.08084614039855,,,,,1900-03-21,80.0,1900-03-01,March,152.08140577363,2009.0
2009-03-22,152.638888888889,214.406944444444,8.1125,4.16345746527778,,,,,1900-03-22,81.0,1900-03-01,March,,2009.0
2009-03-23,221.770833333333,272.0125,6.51527777777778,3.96396854166667,,,,,1900-03-23,82.0,1900-03-01,March,,2009.0
2009-03-24,125.930555555556,196.143055555556,9.05694444444445,3.6341775,,,,,1900-03-24,83.0,1900-03-01,March,,2009.0
2009-03-25,244.240277777778,104.227777777778,6.02916666666667,3.49917809027778,,,,,1900-03-25,84.0,1900-03-01,March,,2009.0
2009-03-26,177.391666666667,199.688888888889,3.51805555555556,3.71465406648829,3.187140570934255,0.05151603103448275,0.0,5.12168313364055,1900-03-26,85.0,1900-03-01,March,83.6620186517836,2009.0
2009-03-27,137.854166666667,178.884722222222,5.56805555555556,3.95568670138889,,,,,1900-03-27,86.0,1900-03-01,March,87.2974302614637,2009.0
2009-03-28,117.133333333333,97.0972222222222,4.2125,4.1307190625,,,,,1900-03-28,87.0,1900-03-01,March,100.832124375007,2009.0
2009-03-29,24.3527777777778,122.558333333333,4.24444444444444,4.16431288194444,,,,,1900-03-29,88.0,1900-03-01,March,113.443550284416,2009.0
2009-03-30,80.0583333333333,251.076388888889,6.95138888888889,4.36682295138889,,,,,1900-03-30,89.0,1900-03-01,March,128.251114537951,2009.0
2009-03-31,254.441666666667,168.758333333333,5.07361111111111,4.70493298611111,,,,,1900-03-31,90.0,1900-03-01,March,131.756501067862,2009.0
2009-04-01,64.7708333333333,116.019444444444,5.08472222222222,4.64722822916667,,,,,1900-04-01,91.0,1900-04-01,April,121.89828253884,2009.0
2009-04-02,52.9263888888889,163.905555555556,4.32638888888889,4.65694850694445,,,,,1900-04-02,92.0,1900-04-01,April,106.408850486752,2009.0
2009-04-03,38.5861111111111,129.518055555556,7.83888888888889,4.90920260416667,,,,,1900-04-03,93.0,1900-04-01,April,85.0515004120245,2009.0
2009-04-04,192.891666666667,240.551388888889,10.3916666666667,5.24893614583333,,,,,1900-04-04,94.0,1900-04-01,April,83.8781325065821,2009.0
2009-04-05,259.680555555556,264.926388888889,7.17083333333333,5.52117645833333,,,,,1900-04-05,95.0,1900-04-01,April,97.564200155977,2009.0
2009-04-06,39.8069444444444,152.140277777778,7.58611111111111,5.56912263888889,,,,,1900-04-06,96.0,1900-04-01,April,126.920967400144,2009.0
2009-04-07,246.658333333333,228.268055555556,9.09027777777778,5.73952670138889,,,,,1900-04-07,97.0,1900-04-01,April,160.876556367455,2009.0
2009-04-08,224.76875,242.84921875,9.1984375,6.09686402777778,,,,,1900-04-08,98.0,1900-04-01,April,172.331603116795,2009.0
2009-04-09,270.075,213.486111111111,6.60694444444444,6.16425145833333,,,,,1900-04-09,99.0,1900-04-01,April,173.26006594752,2009.0
2009-04-10,231.156944444444,209.226388888889,3.8,6.42164090277778,,,,,1900-04-10,100.0,1900-04-01,April,186.112603164803,2009.0
2009-04-11,32.4791666666667,83.0180555555555,8.53472222222222,6.43061604166667,,,,,1900-04-11,101.0,1900-04-01,April,206.434906807247,2009.0
2009-04-12,204.756944444444,325.138888888889,6.86944444444444,6.4078390625,,,,,1900-04-12,102.0,1900-04-01,April,200.072900051201,2009.0
2009-04-13,287.894444444444,280.938888888889,7.26527777777778,6.20885802083333,,,,,1900-04-13,103.0,1900-04-01,April,166.26979149085,2009.0
2009-04-14,156.579166666667,160.684722222222,3.27638888888889,6.33841204861111,,,,,1900-04-14,104.0,1900-04-01,April,137.087434888838,2009.0
2009-04-15,232.922222222222,51.0611111111111,8.32222222222222,6.47082100694444,,,,,1900-04-15,105.0,1900-04-01,April,128.358720692322,2009.0
2009-04-16,289.2125,51.7041666666667,5.96388888888889,6.52776774305556,,,,,1900-04-16,106.0,1900-04-01,April,116.663518962944,2009.0
2009-04-17,268.852777777778,254.8375,5.72361111111111,6.87664913194444,,,,,1900-04-17,107.0,1900-04-01,April,90.9679633953323,2009.0
2009-04-18,220.684722222222,213.997222222222,4.09583333333333,7.16572857638889,,,,,1900-04-18,108.0,1900-04-01,April,77.7209180433183,2009.0
2009-04-19,251.969444444444,70.175,5.82777777777778,7.36158513888889,,,,,1900-04-19,109.0,1900-04-01,April,86.034503142566,2009.0
2009-04-20,159.752173913043,92.6936170212766,9.37234042553191,7.33464927083334,,,,,1900-04-20,110.0,1900-04-01,April,115.77901097302,2009.0
2009-04-21,53.9069444444444,153.344444444444,10.2638888888889,7.35422222222222,,,,,1900-04-21,111.0,1900-04-01,April,166.795912382887,2009.0
2009-04-22,134.518055555556,215.280555555556,5.29305555555555,7.70929402777778,,,,,1900-04-22,112.0,1900-04-01,April,220.857414919529,2009.0
2009-04-23,271.318055555556,253.081944444444,9.99305555555556,7.7198509375,,,,,1900-04-23,113.0,1900-04-01,April,236.582738336885,2009.0
2009-04-24,297.161111111111,246.005555555556,5.87083333333333,8.17013444444445,,,,,1900-04-24,114.0,1900-04-01,April,228.004333520188,2009.0
2009-04-25,188.355555555556,211.304166666667,4.89930555555555,8.1571078125,,,,,1900-04-25,115.0,1900-04-01,April,234.39991454112,2009.0
2009-04-26,,,,,,,,,,,,,242.629982843722,
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.59964922145329,0.11226041379310345,0.061795604122687,6.375539170506915,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.6388153114186848,1.5104482758620699,0.08388753259654785,3.8253235023041503,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.70735596885813,0.5164758620689655,0.03821028188252825,5.2704457142857155,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.080698529411765,0.41415517241379296,0.08543242269961485,4.893226313364055,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.72693901384083,0.3493520689655175,0.06900509127033405,4.52131986175115,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.330382352941175,0.4198071724137934,0.0,3.830636451612905,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,3.6326548442906548,0.33912,0.0285289705699739,5.12699608294931,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.28142474048443,0.07696952068965529,0.0,4.802906175115205,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.884868079584775,0.06547549655172415,0.0834755619023966,5.392643548387095,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.629023788927335,0.8141803448275865,0.07173439711908605,4.37787023041475,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.660152638408305,1.6663655172413798,0.058448342232708304,4.202542903225805,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.291216262975775,0.06140703103448275,0.0490245126039985,5.578596774193549,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.596018166089965,0.0301115172413793,0.07322779088538435,5.196064423963135,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.95340873702422,0.744504827586207,0.02549068670060845,3.94752133640553,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.845701989619375,0.21828413793103452,0.12523909102197944,4.57444935483871,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.60454498269896,0.2280289655172415,0.0393432012914442,7.650647004608295,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.5715393598615899,0.05588658620689655,0.082188153483174,8.899190092165876,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.2728979238754299,0.0,0.1076273438470135,10.8915460829493,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.3541675605536354,0.0589562068965515,0.02883794859058735,7.6559599539170495,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.070907006920415,1.30288344827586,0.0688506022600273,8.309452718894011,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.2569459342560547,0.0,0.04686166645970445,8.713236866359466,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.8408062283737,0.0,0.09264190984726214,9.494240414746546,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.865285034602075,0.0669469655172415,0.03975517198559545,8.256323225806451,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.762474048442905,0.1646875862068965,0.12719595181919802,11.369711520737301,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.105177335640135,0.0,0.0,7.5656398156682005,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,1.772265570934255,0.0,0.09712209114615665,9.69081953917051,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,4.03900302768166,1.427617241379315,0.0,4.000650829493085,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,3.08922534602076,0.373226896551724,0.0363049174220787,4.4628774193548395,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,4.034107266435985,0.0,0.14573463305600398,3.416226405529955,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,2.844437283737025,0.0,0.10350763690550094,2.67241350230415,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-27,344.458974358974,154.407692307692,4.11538461538461,9.05954608465608,3.588592993079585,0.0,0.102477710170123,2.7361688940092197,1900-04-27,117.0,1900-04-01,April,169.255558635881,2009.0
2009-04-28,300.854166666667,239.369444444444,6.3625,9.30533270833333,,,,,1900-04-28,118.0,1900-04-01,April,158.012997126994,2009.0
2009-04-29,271.5375,69.0958333333333,7.05277777777778,9.68254631944444,,,,,1900-04-29,119.0,1900-04-01,April,151.452578892558,2009.0
2009-04-30,281.143055555556,192.348611111111,4.50416666666667,9.61137715277778,,,,,1900-04-30,120.0,1900-04-01,April,164.937427354479,2009.0
2009-05-01,50.8277777777778,210.252777777778,8.97222222222222,9.49557746527778,,,,,1900-05-01,121.0,1900-05-01,May,191.941841042579,2009.0
2009-05-02,94.8013888888889,234.777777777778,5.25138888888889,10.0099913541667,,,,,1900-05-02,122.0,1900-05-01,May,208.316349114202,2009.0
2009-05-03,69.6943661971831,235.657638888889,2.46597222222222,9.6891546875,,,,,1900-05-03,123.0,1900-05-01,May,,2009.0
